Latitude,Longitude,Incident_Date,NPA,Weapon,Age,Gender,Race,Year,Month,Weekday,Hour,Weapon_Simplified
35.204050324666426,-80.87399938084162,2023-10-07,30,"Handgun, Rifle",30.0,Male,Black,2023,10,5,0,Gun
35.10312281269118,-80.8692294624403,2023-10-07,129,Handgun,21.0,Female,Black,2023,10,5,0,Gun
35.33294998713022,-80.79315464906983,2023-10-06,275,Handgun,19.0,Male,Black,2023,10,4,0,Gun
35.212196985431035,-80.90069750616225,2023-09-24,120,Handgun,18.0,Male,Black,2023,9,6,0,Gun
35.26410764956712,-80.91808347198914,2023-09-21,346,Handgun,24.0,Male,Black,2023,9,3,0,Gun
35.236128340950806,-80.84349632789139,2023-09-12,476,Handgun,56.0,Male,Black,2023,9,1,0,Gun
35.252963141088486,-80.82757195527688,2023-09-09,363,Firearm,46.0,Male,Black,2023,9,5,0,Gun
35.27797215420823,-80.78960766552454,2023-09-09,291,Handgun,24.0,Male,Hispanic,2023,9,5,0,Gun
35.281115781398,-80.76660946037732,2023-09-02,103,Handgun,64.0,Female,Black,2023,9,5,0,Gun
35.12816042753312,-80.87675454498836,2023-08-24,12,Handgun,27.0,Male,Hispanic,2023,8,3,0,Gun
35.08332605865196,-80.83093681307001,2023-08-06,201,Vehicle,33.0,Female,Black,2023,8,6,0,Other
35.144477669246704,-80.92144537358736,2023-08-05,307,Vehicle,17.0,Male,Hispanic,2023,8,5,0,Other
35.23547523574819,-80.76021671742339,2023-08-05,128,Handgun,40.0,Male,Hispanic,2023,8,5,0,Gun
35.29827443881402,-80.99234486370985,2023-08-05,376,Firearm,63.0,Female,Black,2023,8,5,0,Gun
35.256512804125286,-80.68998348746713,2023-07-27,242,Handgun,26.0,Male,Black,2023,7,3,0,Gun
35.295374241562286,-80.75517385017265,2023-07-23,331,Handgun,25.0,Male,Black,2023,7,6,0,Gun
35.26755656467694,-80.89277520083151,2023-07-18,385,Handgun,25.0,Female,Black,2023,7,1,0,Gun
35.19946596288336,-80.75232765706191,2023-07-17,16,Firearm,40.0,Male,Hispanic,2023,7,0,0,Gun
35.29856506892714,-80.75420353694393,2023-07-08,219,Handgun,35.0,Male,Black,2023,7,5,0,Gun
35.32421648888437,-80.68720535038155,2023-07-08,155,Firearm,17.0,Male,Black,2023,7,5,0,Gun
35.256073732025484,-80.77890449523186,2023-07-08,371,Handgun,19.0,Male,Black,2023,7,5,0,Gun
35.237516457379,-80.76271270400616,2023-07-07,128,Handgun,44.0,Female,Black,2023,7,4,0,Gun
35.15090039590741,-80.89778271956546,2023-06-24,54,Rifle,63.0,Female,White,2023,6,5,0,Gun
35.353587601708774,-80.82209488707353,2023-06-20,276,Firearm,32.0,Male,Black,2023,6,1,0,Gun
35.175779582730144,-80.74931816268493,2023-06-17,245,Handgun,33.0,Male,Black,2023,6,5,0,Gun
35.29600674743609,-80.84082034487547,2023-06-15,125,Blunt Trauma,12.0,Male,Black,2023,6,3,0,Other
35.319663641201586,-80.95371166633123,2023-06-14,376,Firearm,21.0,Male,Black,2023,6,2,0,Gun
35.26392424119136,-80.85868448777983,2023-06-11,70,Firearm,36.0,Male,Black,2023,6,6,0,Gun
35.067928362844405,-80.84678639722678,2023-06-11,233,Firearm,29.0,Male,Black,2023,6,6,0,Gun
35.13324849971374,-80.8951673056963,2023-06-10,94,Firearm,33.0,Male,Black,2023,6,5,0,Gun
35.324232754594334,-80.77489584596799,2023-06-05,274,Handgun,31.0,Male,Black,2023,6,0,0,Gun
35.22616824262016,-80.83777162477692,2023-06-01,476,Handgun,26.0,Male,Black,2023,6,3,0,Gun
35.229033931630276,-80.84917348177262,2023-05-27,476,Handgun,26.0,Male,Black,2023,5,5,0,Gun
35.267525045419724,-80.83902695299801,2023-05-19,363,Handgun,54.0,Male,Black,2023,5,4,0,Gun
35.30412613612134,-80.91131635191873,2023-05-18,113,Handgun,17.0,Male,Black,2023,5,3,0,Gun
35.24285854290177,-80.75099363796092,2023-05-15,223,Firearm,24.0,Male,Hispanic,2023,5,0,0,Gun
35.21877514035342,-80.8835441260238,2023-05-13,294,Handgun,38.0,Male,White,2023,5,5,0,Gun
35.13323798872208,-80.78468824617143,2023-05-06,198,Handgun,43.0,Male,Black,2023,5,5,0,Gun
35.25189036713756,-80.81027105113016,2023-04-29,21,Handgun,26.0,Male,Black,2023,4,5,0,Gun
35.25516867733872,-80.8784392069049,2023-04-17,88,Handgun,26.0,Male,Black,2023,4,0,0,Gun
35.19641806429202,-80.74968761256406,2023-04-09,16,"Table Leg, Knife",35.0,Female,White,2023,4,6,0,Other
35.142281984873236,-80.74213906291162,2023-04-04,36,Handgun,28.0,Male,Black,2023,4,1,0,Gun
35.305012351925534,-80.89620103683258,2023-03-26,49,Rifle,24.0,Female,Other/Unknown,2023,3,6,0,Gun
35.149410437098794,-80.88252371788485,2023-03-25,71,Firearms,20.0,Male,Black,2023,3,5,0,Gun
35.236128340950806,-80.84349632789139,2023-03-24,476,Firearms,37.0,Male,Black,2023,3,4,0,Gun
35.25154886404969,-80.77488933447181,2023-03-21,100,"Knife, Physical",25.0,Male,White,2023,3,1,0,Blade
35.24952118556075,-80.78103267304475,2023-03-19,40,Firearms,16.0,Male,Black,2023,3,6,0,Gun
35.24952118556075,-80.78103267304475,2023-03-19,40,Firearms,21.0,Male,Black,2023,3,6,0,Gun
35.137444721953166,-80.89062461105092,2023-03-19,79,Knife,34.0,Male,Hispanic,2023,3,6,0,Blade
35.13987342832875,-80.87656580680473,2023-03-11,383,Handgun,23.0,Male,Black,2023,3,5,0,Gun
35.219296054686815,-80.7531025318638,2023-03-01,127,Vehicle,68.0,Male,Asian,2023,3,2,0,Other
35.24445848334146,-80.75228422510092,2023-02-24,249,Knife,43.0,Female,Black,2023,2,4,0,Blade
35.25544054289145,-80.89361590000506,2023-02-19,385,Firearm,17.0,Male,Black,2023,2,6,0,Gun
35.23126469666249,-80.8418354931501,2023-02-17,476,Cutting Instrument,,Male,Black,2023,2,4,0,Blade
35.217352333659356,-80.85790978894832,2023-02-13,339,Shotgun,23.0,Female,Black,2023,2,0,0,Gun
35.19400742853786,-80.91840513167712,2023-02-12,178,Handgun,30.0,Male,Black,2023,2,6,0,Gun
35.2602872218919,-80.89894546079402,2023-02-08,385,Knife,50.0,Male,Black,2023,2,2,0,Blade
35.15641889230287,-80.75596319454071,2023-02-01,23,Handgun,37.0,Male,Black,2023,2,2,0,Gun
35.238545282619725,-80.8165195467031,2023-01-31,386,Handgun,32.0,Male,Black,2023,1,1,0,Gun
35.15003690753645,-80.90166409590674,2023-01-29,54,Firearm,29.0,Male,Hispanic,2023,1,6,0,Gun
35.265762968095686,-80.79494837917576,2023-01-24,371,Handgun,30.0,Male,Black,2023,1,1,0,Gun
35.251279640915456,-80.74731541551448,2023-01-15,249,Rifle,18.0,Male,Hispanic,2023,1,6,0,Gun
35.335135133208134,-80.80478275434714,2023-01-13,278,Handgun,28.0,Male,Black,2023,1,4,0,Gun
35.2475403517221,-80.77837972193016,2023-01-13,40,Handgun,21.0,Male,Black,2023,1,4,0,Gun
35.247229833332376,-80.82725567496267,2023-01-04,369,Handgun,46.0,Male,Black,2023,1,2,0,Gun
35.197501763477106,-80.91554452058499,2023-01-01,159,Handgun,28.0,Male,Black,2023,1,6,0,Gun
35.273354682934155,-80.76965465319104,2023-01-01,101,Handgun,38.0,Male,Hispanic,2023,1,6,0,Gun
35.269908365412654,-80.83626602106159,2022-12-29,363,Firearm,33.0,Male,Black,2022,12,3,0,Gun
35.36456357136966,-80.74840461531912,2022-12-25,195,Unknown,30.0,Male,Hispanic,2022,12,6,0,Other
35.15737752959485,-80.82972894161527,2022-12-24,358,Handgun,32.0,Male,Hispanic,2022,12,5,0,Gun
35.31641009664354,-80.72074537618637,2022-12-21,60,Handgun,28.0,Male,Black,2022,12,2,0,Gun
35.28006475655759,-80.82376678009891,2022-12-17,160,Handgun,20.0,Female,Black,2022,12,5,0,Gun
35.29525888535364,-80.71567587154058,2022-12-14,301,Handgun,20.0,Male,Black,2022,12,2,0,Gun
35.27825915256859,-80.76613861033697,2022-12-11,103,Knife,,Male,Hispanic,2022,12,6,0,Blade
35.27700545581045,-80.76636609725698,2022-12-10,103,Handgun,32.0,Male,Black,2022,12,5,0,Gun
35.2430980536924,-80.69539293082087,2022-11-30,243,Handgun,17.0,Male,Black,2022,11,2,0,Gun
35.198286897922436,-80.9963012978685,2022-11-29,83,Handgun,20.0,Male,Black,2022,11,1,0,Gun
35.252371102928656,-80.8307413526803,2022-11-29,363,Handgun,21.0,Male,Black,2022,11,1,0,Gun
35.173247744262866,-80.89644551313015,2022-11-26,121,Handgun,42.0,Male,White,2022,11,5,0,Gun
35.18675722880253,-80.88435729408046,2022-11-22,290,Firearm,29.0,Male,Black,2022,11,1,0,Gun
35.28293935178252,-80.86006384890052,2022-11-15,123,Firearm,17.0,Male,Hispanic,2022,11,1,0,Gun
35.28293935178252,-80.86006384890052,2022-11-15,123,Firearm,18.0,Male,Hispanic,2022,11,1,0,Gun
35.25868587537924,-80.80479005616655,2022-11-07,21,Handgun,34.0,Male,Black,2022,11,0,0,Gun
35.21443730595626,-80.77290536664758,2022-11-06,164,Handgun,29.0,Male,Hispanic,2022,11,6,0,Gun
35.19682055076115,-80.72646547674377,2022-10-23,58,Handgun,32.0,Female,Other/Unknown,2022,10,6,0,Gun
35.12522143380044,-80.87257924511829,2022-10-16,12,Handgun,21.0,Male,Hispanic,2022,10,6,0,Gun
35.350124038356974,-80.854399001053,2022-10-04,72,Handgun,21.0,Male,Black,2022,10,1,0,Gun
35.26969074114286,-80.83756796888092,2022-10-03,363,Handgun,32.0,Male,Black,2022,10,0,0,Gun
35.1502739448479,-80.88882751462387,2022-10-02,71,Handgun,30.0,Male,Black,2022,10,6,0,Gun
35.370777690445145,-80.74834701399237,2022-09-23,372,Handgun,56.0,Male,Black,2022,9,4,0,Gun
35.20299810015036,-80.73875336267808,2022-09-23,316,Shotgun,31.0,Male,Black,2022,9,4,0,Gun
35.10654774240517,-80.98075569456786,2022-09-22,155,Handgun,29.0,Male,White,2022,9,3,0,Gun
35.19616874883249,-80.893393387206,2022-08-30,362,Handgun,18.0,Male,Hispanic,2022,8,1,0,Gun
